adidu,arr_ville,type,pop2021,log_priv2021,mono_pr,imm_recent_pr,autoch_minor_pr,sans_diplome_pr,pr_men_bil,pr_ind_mpc,pr_log_autor_axes_ps,pr_laeq60pl,pr_nocanop,pr_indust300m,pr_logchaleur,mefaits_pond,collisions_rt,crimes_pond,nb_commerces_alimentaires_moyenne_ponderee,nb_organismes_communautaires_moyenne_ponderee,nb_pharmacies_moyenne_ponderee,nb_ecoles_primaires_moyenne_ponderee,nb_pass_tc,nb_emplois_acces_tc_30min,nb_biblio_lieux_cult_principaux_moy_pond,nb_equipement_distinct_moy_pond,superficie_parc_accessible_moy_pond,ACP_sociale,ACP_econo,ACP_environn,ACP_securité,ACP_proximité,ACP_CultSportLoisir,ACP_sociale_2quintiles,ACP_econo_2quintiles,ACP_enviro_2quintiles,ACP_securite_2quintiles,ACP_proximite_2quintiles,ACP_CultSportLoisir_2quintiles,Indice_emv
24660020,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,455,181,3.333333333333333,0,12.79069767441861,7.5,NA,0,3.31,54.69613259668509,71.8232044198895,0,0,43.24861878,6,163.8287293,1.066298343,7.834254144,0,0.03314917127,384.635122,7845,0,3.099447514,20.12413945909575,-1.5213406641835523,-1.1433118190569638,-0.13411804591183232,-1.0330502088643916,-0.981797084087803,-1.1162775609965703,0,0,0,0,1,1,2
24660021,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,586,219,44.44444444444444,5.185185185185185,52.59259259259259,38.59649122807017,7.5,0,0,100,100,0,0,100,7,293,2,3,1,1,418.101534,6605,0,6,1.67340406094415,2.496380418614169,-1.0000421576591612,0.49930608684348016,-0.7786047112889407,-0.7665838036252723,-0.5462164274575099,1,0,1,0,1,1,4
24660022,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,342,132,13.63636363636363,0,19.6969696969697,7.692307692307693,0,0,0,18.18181818181818,0,0,0,107.4545455,7.954545455,318.7878788,2,3,1,1,418.041919,6605,0.5454545455,6.204545455,3.585244690874204,-0.9084818620244797,-1.473600012332629,-1.1370252519031614,-0.7220460511312452,-0.7666207037931592,-0.12379566941013004,0,0,0,0,1,0,1
24660023,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,541,272,22.22222222222222,2.830188679245283,31.77570093457944,25.71428571428571,21.1,12.3,57.72,69.85294117647058,47.79411764705883,0,0,113.0036765,9.676470588,359.3823529,2.055147059,6.823529412,1,1,441.36931,6605,1.154411765,9.922794118,27.0094479420593,0.5015917038327867,0.7379444778903008,0.08757662075710751,-0.6432088536390587,-0.6669468558582481,0.704557319082076,1,1,0,0,1,0,3
24660024,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,625,250,20.58823529411764,0,27.04918032786885,10,18.8,7.3,28.4,0,0,0,0,92.476,6.568,280.16,1,4,1,1,383.183594,7265,2,11.88,7.820429289318279,-0.36583685283044565,0.23529389334806308,-1.1290242726246182,-0.8148573924615437,-0.8113302145051514,1.7704506308447976,0,0,0,0,1,0,1
24660025,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,589,232,27.58620689655172,0,20.21276595744681,20.37037037037037,13.8,5.3,23.28,0,0,0,0,86.79741379,7.474137931,286.8405172,0.4181034483,2.836206897,1,1,394.709463,7265,2,10,7.982977207448505,0.21263280768901413,-0.22338181341119842,-1.1586828899135342,-0.8050944399215033,-0.856229462874371,1.490240461868714,1,0,0,0,1,0,2
24660026,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,754,118,33.33333333333333,0,4.878048780487805,25,0,NA,0.85,44.06779661016949,84.7457627118644,0,0,54.22033898,5.296610169,187.3644068,0,1.296610169,1,0,243.795276,7265,2,9.144067797,7.795562302018705,0.3668335751066629,-1.0163485347817025,-0.11941633285783759,-1.002630961190916,-1.1205790273845257,1.364643975134892,1,0,0,0,1,0,2
24660027,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,591,259,15.15151515151515,0,13.76146788990826,19.67213114754098,15,4.6,43.63,43.62934362934363,0,0,0,83.97683398,7.583011583,269.7142857,1.127413127,3.019305019,1,0.4555984556,362.988372,7265,2,11.12355212,7.411109058700484,-0.5094080222305608,-0.19765222127204288,-0.6652339084109923,-0.8230454055856851,-0.9035807680832222,1.6612963915808312,0,0,0,0,1,0,1
24660028,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,356,121,9.523809523809524,0,42.25352112676056,25.64102564102564,NA,0,0,0,0,0,0,91.99173554,5.495867769,269.4628099,2,3.247933884,0.2479338843,1,329.471074,7265,0,7,2.36384972603967,-0.028670682721494624,-1.1433118190569638,-1.293536915399072,-0.8455037396085644,-0.9230977956297995,-0.40304820587659257,0,0,0,0,1,1,2
24660029,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,402,137,20.83333333333334,0,19.73684210526316,16.27906976744186,NA,0,0,0,0,0,0,72.09489051,5,211.1532847,1.364963504,1.364963504,0,0,330.023622,7265,0,6,2.660426585225024,-0.25946484905294614,-1.1433118190569638,-1.293536915399072,-0.947816692963337,-1.1468788515424386,-0.55368634860789,0,0,0,0,1,1,2
24660030,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,1043,388,22.22222222222222,2.912621359223301,32.5242718446602,11.32075471698113,0,4.9,0,0,15.4639175257732,0,0,71.3943299,4.103092784,233.0103093,1,0,0.3041237113,0,241.347007,7265,0,6.304123711,3.294314006667859,-0.0069094885652941865,-1.123322360072436,-1.149408742252416,-0.9499067722422527,-1.2042909962476094,-0.51335368017873,0,0,0,0,1,1,2
