ADIDU,Arr_Ville,Type,Pop2021,LogPriv2021,nblog2021_ilot,Mono_pr,ImmRecent_Pr,AutochMinor_pr,SansDiplome_pr,pr_men_bil,pr_ind_sfr,pr_log_Autor_AxesPS,pr_laeq60pl,pr_nocanop,pr_indust300m,pr_logchaleur,mefaits_pond,collisions_rt,crimes_pond,nb_commerces_alimentaires_moyenne_ponderee,nb_organismes_communautaires_moyenne_ponderee,nb_pharmacies_moyenne_ponderee,nb_ecoles_primaires_moyenne_ponderee,nb_pass_TC,nb_emplois_acces_tc_30min,nb_biblio_lieux_cult_principaux_moy_pond,nb_equipement_distinct_moy_pond,superficie_parc_accessible_moy_pond,ACP_sociale,ACP_econo,ACP_environn,ACP_securité,ACP_proximité,ACP_CultSportLoisir,ACP_sociale_2quintiles,ACP_econo_2quintiles,ACP_enviro_2quintiles,ACP_securite_2quintiles,ACP_proximite_2quintiles,ACP_cultSportLoisir_2quintiles,Indice_emv
24660001,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,651,266,335,"14,70588235",0,"7,627118644","11,86440678",0,"2,608695652",0,0,100,0,0,"34,76315789","1,714285714","115,5676692","0,3120300752","1,781954887","0,507518797","0,4661654135","210,011436",3860,0,"7,030075188","9,046088815","-0,9292545545","-1,464960671","-0,3619225241","-1,174825696","-1,139114549","-0,4492103724",0,0,0,0,1,1,2
24660002,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,542,198,198,"11,76470588","1,923076923","11,53846154","10,34482759",0,"2,857142857",0,0,"55,55555556",0,0,"53,02020202",2,"156,2878788",1,3,1,"0,7575757576","253,133836",3860,0,"7,787878788","8,609630433","-0,961204281","-1,44380711","-0,7764411609","-1,094306883","-0,948841505","-0,3333679855",0,0,0,0,1,1,2
24660003,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,303,130,130,"12,5",0,"10,16949153","15,15151515",0,"6,666666667",0,0,100,0,0,"35,53846154","1,338461538","114,7307692","0,2307692308","2,338461538","0,6692307692",0,"203,688258",3860,0,4,"7,912477355","-0,8649853008","-1,11945252","-0,3619225241","-1,181061287","-1,166547896","-0,8905608225",0,0,0,0,1,1,2
24660004,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,273,116,116,15,0,0,0,,"1,818181818",0,0,0,0,0,"51,27586207",2,"156,1034483",1,3,1,1,"253,880316",3860,0,9,"8,639868124","-1,489255893","-1,094887583","-1,294589457","-1,098545354","-0,919710357","-0,1536028751",0,0,0,0,1,0,1
24660005,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,231,93,93,0,0,"15,78947368",0,,,0,0,100,0,0,"41,25806452",2,"131,7741935",1,2,1,1,"262,644965",3860,0,"7,903225806","4,491534161","-1,896266105","0,00003390720247","-0,3619225241","-1,141204547","-0,9359185193","-0,2849903534",0,0,0,0,1,0,1
24660006,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,417,204,204,"17,39130435","2,5","25,3164557",20,"8,3","3,614457831",0,0,"15,68627451",0,0,"29,10294118","2,112745098","129,8529412",1,2,1,1,"276,210345",3860,0,"7,088235294","5,771497205","-0,06694964886","-0,8329807442","-1,148288762","-1,169021487","-0,9275179816","-0,415725459",0,0,0,0,1,1,2
24660007,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,685,297,297,"19,51219512","1,57480315","28,125","18,84057971",16,"5,109489051","11,11","65,65656566","43,0976431",0,0,"49,52525253","2,181818182","148,7037037",1,"2,38047138",1,1,"305,873127",3860,0,7,"4,886539593","-0,001533787936","-0,1988378534","-0,2625999753","-1,104900078","-0,9009171219","-0,4221127304",0,0,0,0,1,1,2
24660008,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,491,218,218,"12,90322581",0,"21,05263158","10,41666667",0,"4,12371134","20,64",0,0,0,0,"26,85779817","1,619266055","94,2706422",0,"0,2064220183",0,"1,206422018","256,570522",3860,0,12,"11,86387081","-0,8189930104","-1,335967569","-1,17524844","-1,212010897","-1,144407161","0,2674191468",0,0,0,0,1,0,1
24660009,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,236,104,104,"12,5",0,"4,87804878",0,0,,0,0,0,0,0,25,1,"85,92307692",0,0,0,1,"273,951429",3860,0,12,"11,10473703","-1,515767139","-0,9918578436","-1,294589457","-1,23512843","-1,1625212","0,2731796388",0,0,0,0,1,0,1
24660010,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,709,392,392,"15,38461538",0,"13,44537815","32,8358209","25,8","8,955223881",0,0,"86,73469388",0,0,"19,67091837","3,318877551","78,28061224",0,1,0,"1,066326531","177,861324",2815,"1,637755102","2,880102041","12,26318246","-0,02463685655","0,7736833633","-0,4856436479","-1,208014598","-1,194778303","0,1304488952",0,1,0,0,1,0,2
24660011,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,847,489,489,"19,51219512",0,"19,86754967","22,22222222","42,9","10,58823529",0,"19,22290389","77,70961145",0,0,"28,68507157","3,90797546","102,3394683",0,"1,302658487","0,3026584867",1,"289,645657",2815,"1,605316973","5,118609407","10,40124848","-0,1022677463","2,038327882","-0,4041647448","-1,15633009","-1,083206333","0,4528157115",0,1,0,0,1,0,2
24660012,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,1065,536,536,"19,67213115","2,252252252","28,69955157","23,40425532",19,"5,164319249",0,"97,3880597","26,11940299",0,0,"40,48880597","4,742537313","163,5746269",0,"0,4291044776",0,"0,7388059701","308,5773",2815,"0,5223880597","3,526119403","52,72431386","0,2142992016","0,003305101952","-0,2117434102","-1,06400472","-1,164914809","-0,9117314087",1,0,0,0,1,1,3
24660013,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,533,208,208,"17,85714286",0,"23,95833333","29,16666667",0,"8,411214953",0,0,"32,21153846",0,0,"66,66346154","6,932692308","230,8461538",0,"0,9038461538","0,9038461538",0,"391,507388",2815,2,"5,115384615","8,16176935","0,149689605","-0,9709163058","-0,9941630891","-0,9065268766","-1,060323263","0,7634166945",1,0,0,0,1,0,2
24660014,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,527,202,202,"9,677419355",0,"34,54545455","11,32075472",0,"2,830188679",0,0,0,0,0,"66,12871287","5,712871287","245,3564356","0,2574257426","1,371287129","0,5891089109","0,4653465347","498,184333",2815,"1,712871287","1,930693069","5,479747596","-0,6877595071","-1,446102072","-1,294589457","-0,9203654928","-0,9626269365","0,09691083499",0,0,0,0,1,0,1
24660015,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,484,258,258,32,"3,296703297","25,55555556","36,66666667",16,"12,37113402",0,100,0,0,0,63,5,226,0,1,0,1,"417,639456",2815,0,3,"2,251572244","1,262109723","0,419440965","-0,4328421189","-0,9569733686","-1,054136301","-0,996100009",1,1,0,0,1,1,4
24660016,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,688,324,324,"11,9047619","6,666666667","23,17880795","3,529411765",0,"2,898550725","33,64","33,64197531",0,0,0,"25,4537037",4,"133,3395062",0,0,0,1,"298,835404",2815,0,4,"69,07618084","-0,7715534851","-1,440281517","-0,8101732755","-1,137699509","-1,149343037","-1,3546859",0,0,0,0,1,1,2
24660017,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,515,291,291,"12,5",0,"16,19047619","15,625","24,2","16,50485437",0,"42,61168385",0,0,0,"88,37800687","7,773195876","317,1512027","1,10652921","4,704467354",1,1,"442,175699",6605,"1,573883162","5,109965636","19,354315","-0,7369341688","1,311162399","-0,9273844057","-0,7710934328","-0,7554522304","0,3601721462",0,1,0,0,1,0,2
24660020,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,455,181,181,"3,333333333",0,"12,79069767","7,5",,"2,222222222","3,31","54,6961326","71,82320442",0,0,"43,24861878",6,"163,8287293","1,066298343","7,834254144",0,"0,03314917127","384,635122",7845,0,"3,099447514","20,12413946","-1,522482349","-1,048037634","-0,1342372065","-1,032581861","-0,9811170863","-1,116953892",0,0,0,0,1,1,2
24660021,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,586,219,219,"44,44444444","5,185185185","52,59259259","38,59649123","7,5","7,692307692",0,100,100,0,0,100,7,293,2,3,1,1,"418,101534",6605,0,6,"1,673404061","2,495352813","-0,5384399256","0,4998248139","-0,7780485665","-0,7660201977","-0,5462261886",1,0,1,0,1,1,4
24660022,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,342,132,132,"13,63636364",0,"19,6969697","7,692307692",0,"2,941176471",0,"18,18181818",0,0,0,"107,4545455","7,954545455","318,7878788",2,3,1,1,"418,041919",6605,"0,5454545455","6,204545455","3,585244691","-0,9093553816","-1,43665223","-1,137908123","-0,7214708833","-0,7660571151","-0,1239306382",0,0,0,0,1,0,1
24660023,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,541,272,272,"22,22222222","2,830188679","31,77570093","25,71428571","21,1","12,03703704","57,72","69,85294118","47,79411765",0,0,"113,0036765","9,676470588","359,3823529","2,055147059","6,823529412",1,1,"441,36931",6605,"1,154411765","9,922794118","27,00944794","0,5003921021","0,7267016427","0,08686487619","-0,6426072682","-0,6663422108","0,7042101259",1,1,0,0,1,0,3
24660024,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,625,250,250,"20,58823529",0,"27,04918033",10,"18,8","5,128205128","28,4",0,0,0,0,"92,476","6,568","280,16",1,4,1,1,"383,183594",7265,2,"11,88","7,820429289","-0,3665751929","-0,01293473507","-1,130379918","-0,8143134451","-0,8107305796","1,770521899",0,0,0,0,1,0,1
24660025,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,589,232,232,"27,5862069",0,"20,21276596","20,37037037","13,8","8,108108108","23,28",0,0,0,0,"86,79741379","7,474137931","286,8405172","0,4181034483","2,836206897",1,1,"394,709463",7265,2,10,"7,982977207","0,2118577545","-0,08834085637","-1,159983892","-0,8045475701","-0,8556167731","1,490116881",1,0,0,0,1,0,2
24660026,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,754,118,118,"33,33333333",0,"4,87804878",25,0,,"0,85","44,06779661","84,74576271",0,0,"54,22033898","5,296610169","187,3644068",0,"1,296610169",1,0,"243,795276",7265,2,"9,144067797","7,795562302","0,3661092948","-0,9918578436","-0,1195259649","-1,002151436","-1,119929885","1,364436939",1,0,0,0,1,0,2
24660027,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,591,259,259,"15,15151515",0,"13,76146789","19,67213115",15,"4,237288136","43,63","43,62934363",0,0,0,"83,97683398","7,583011583","269,7142857","1,127413127","3,019305019",1,"0,4555984556","362,988372",7265,2,"11,12355212","7,411109059","-0,5104965524","-0,3389245735","-0,6663449551","-0,8225050438","-0,9029574471","1,661298804",0,0,0,0,1,0,1
24660028,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,356,121,121,"9,523809524",0,"42,25352113","25,64102564",,"4,225352113",0,0,0,0,0,"91,99173554","5,495867769","269,4628099",2,"3,247933884","0,2479338843",1,"329,471074",7265,0,7,"2,363849726","-0,03002952894","-0,8157674647","-1,294589457","-0,8449696985","-0,9225804938","-0,4029699453",0,0,0,0,1,1,2
24660029,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,402,137,137,"20,83333333",0,"19,73684211","16,27906977",,0,0,0,0,0,0,"72,09489051",5,"211,1532847","1,364963504","1,364963504",0,0,"330,023622",7265,0,6,"2,660426585","-0,2603309782","-1,305712353","-1,294589457","-0,9473180708","-1,146284833","-0,5537159559",0,0,0,0,1,1,2
24660030,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,1043,388,388,"22,22222222","2,912621359","32,52427184","11,32075472",0,"5,853658537",0,0,"15,46391753",0,0,"71,3943299","4,103092784","233,0103093",1,0,"0,3041237113",0,"241,347007",7265,0,"6,304123711","3,294314007","-0,007808824585","-1,188674536","-1,150362612","-0,94940776","-1,203712778","-0,5133650415",0,0,0,0,1,1,2
24660031,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,520,177,177,"17,24137931",0,29,"9,677419355",0,"0,9615384615",0,0,0,0,0,"61,05649718",3,"245,259887",0,0,0,0,"225,269504",7265,0,6,"4,173499272","-0,498092227","-1,605204707","-1,294589457","-0,9857328066","-1,303655988","-0,5651975199",0,0,0,0,1,1,2
24660032,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,486,194,194,"16,12903226",0,"12,14953271","13,55932203",0,0,0,0,0,0,0,"57,92783505","2,360824742","224,5876289",0,0,0,0,"222,899642",7265,0,"6,319587629","3,581764352","-0,7179814775","-1,687073053","-1,294589457","-1,021926017","-1,305123556","-0,5132499623",0,0,0,0,1,1,2
24660033,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,905,386,386,"14,28571429",0,"15,76086957","10,20408163",0,"2,762430939",0,0,0,0,0,"72,83160622","3,595854922","267,6554404","0,8989637306","2,316062176","0,8989637306","0,7720207254","228,864444",5705,0,"9,378238342","12,41285513","-0,8598183117","-1,451871175","-1,294589457","-0,9287457267","-0,9922505046","-0,1260665227",0,0,0,0,1,0,1
24660034,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,355,137,137,0,0,24,"8,510638298",,0,0,0,0,0,0,"45,52554745","1,96350365","181,4014599",0,0,0,0,"292,829589",5705,0,"4,386861314","5,702320338","-1,434361873","-1,305712353","-1,294589457","-1,092843506","-1,265149854","-0,8163424434",0,0,0,0,1,1,2
24660035,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,438,158,158,"7,142857143","6,25","18,75","5,555555556",,0,0,0,"24,05063291",0,0,"68,73417722","2,987341772","240,4556962",0,3,0,"0,4936708861","269,625102",5705,0,"10,97468354","11,9898514","-1,0195721","-1,305712353","-1,070277157","-0,9717470829","-1,156231088","0,1142082815",0,0,0,0,1,0,1
24660036,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,788,514,514,"23,07692308","4,605263158","14,37908497","20,45454545","15,6","6,329113924",0,100,100,0,100,"96,28404669","4,782101167","342,2645914",0,3,0,"1,782101167","243,829806",5705,0,"11,78210117","14,38770438","0,1095611742","-0,1213251744","1,477862892","-0,791636636","-1,019836512","0,2159106844",0,0,1,0,1,0,2
24660037,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,630,300,300,"28,125","2,34375","33,85826772","15,94202899","16,1","6,451612903",0,0,100,0,0,"75,7",3,"302,9333333",0,"0,1",0,1,"300,68319",5705,0,"6,2","11,82407437","0,4338564866","-0,07798281012","-0,3619225241","-0,9059712871","-1,139863698","-0,5935528444",1,0,0,0,1,1,3
24660038,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,568,268,268,"34,48275862","5,128205128","20,51282051","21,31147541","22,4","9,734513274",0,0,0,0,0,74,1,289,0,1,0,2,"294,083359",5705,0,7,"12,42110309","0,8080603535","0,6162299799","-1,294589457","-0,9602880583","-1,00621939","-0,4792868332",1,1,0,0,1,1,4
24660039,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,494,241,241,24,0,"10,30927835","36,20689655","16,3","12,12121212",0,0,0,0,0,55,1,211,0,2,0,1,"326,770404",5705,0,2,"9,090511449","0,4414022537","0,4179092991","-1,294589457","-1,066273071","-1,082600861","-1,196491058",1,1,0,0,1,1,4
24660040,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,480,195,195,"15,38461538",0,"28,57142857","11,32075472",0,"4,347826087",0,"7,179487179",0,0,0,"79,21538462","1,625641026","281,2153846",0,"6,430769231",0,"1,774358974","316,034757",5705,0,"4,502564103","11,78286782","-0,5322832395","-1,316885749","-1,232720417","-0,9418648912","-0,9018108588","-0,8453017736",0,0,0,0,1,1,2
24660041,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,602,342,342,"34,48275862","3,636363636","30,90909091","27,69230769","20,3","14,87603306",0,0,0,0,0,76,3,300,0,2,0,1,"279,038012",5705,0,8,"12,66087722","1,16382609","0,9157626297","-1,294589457","-0,9075763377","-1,112159764","-0,3326107845",1,1,0,0,1,1,4
24660042,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,574,330,330,"30,76923077","10,18518519","19,26605505","25,86206897","21,1","13,91304348",0,"66,06060606","66,06060606",0,0,"73,46666667",2,"268,2545455",0,0,0,"1,339393939","278,382353",5705,0,"8,375757576","12,31846796","1,011043214","0,8864306091","-0,1091885144","-0,9581900007","-1,115700927","-0,2742141856",1,1,0,0,1,0,3
24660043,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,428,275,275,25,"7,894736842","25,97402597","23,40425532","20,9","15,11627907",0,100,"52,36363636",0,0,66,"2,523636364",262,0,0,0,1,342,5705,0,6,"12,31846796","0,6711615681","0,9757128238","0,05553620228","-0,9703297237","-1,116441306","-0,627003526",1,1,0,0,1,1,4
24660044,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,377,130,170,"5,882352941",0,"4,255319149","26,66666667",0,"3,773584906",0,"23,52941176","76,47058824",0,0,"60,53846154","1,615384615","224,6153846",0,0,0,"0,3076923077",215,5705,0,"6,230769231","2,47657646","-0,8608594316","-1,365778412","-0,3786094876","-1,030448151","-1,276959412","-0,518052661",0,0,0,0,1,1,2
24660045,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,459,211,211,12,4,16,25,0,"5,813953488",0,0,"77,25118483",0,0,"37,47867299","2,843601896","137,0331754",0,"0,4976303318","0,1184834123",0,215,7265,"0,2369668246","5,45971564","2,097240432","-0,2374451998","-1,192055146","-0,5740932008","-1,129331682","-1,28216351","-0,4531034932",0,0,0,0,1,1,2
24660046,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,426,194,306,"15,78947368","4,166666667","11,11111111","23,80952381",0,"6,756756757",0,0,"76,79738562",0,0,"77,24226804","2,237113402","282,2628866",0,"7,020618557",0,"1,422680412","223,454315",5705,0,"5,690721649","1,550470553","-0,1870033206","-1,111781972","-0,578325636","-0,9336368146","-0,9879698477","-0,5912197866",0,0,0,0,1,1,2
24660047,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,391,190,190,"13,04347826",0,20,"20,51282051",0,"3,896103896",0,0,"33,68421053",0,0,"103,6","4,136842105","375,8631579",0,"11,75789474",0,"1,631578947","313,714912",6695,0,"7,442105263","7,96538118","-0,4630483337","-1,355346768","-0,9804279638","-0,76071967","-0,8027618424","-0,3798250823",0,0,0,0,1,1,2
24660048,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,473,253,253,"20,83333333",0,25,12,"8,1","11,57894737","13,83","64,82213439","13,43873518","17,39130435",0,"104,173913","5,411067194","372,9565217",0,"11,19762846","0,4980237154","0,3043478261","286,239012",6420,0,"9,920948617","6,090365545","-0,3198186347","-0,1680245441","-0,3988888699","-0,7365844354","-0,9176275869","0,00250010884",0,0,0,0,1,0,1
24660049,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,514,254,254,"23,07692308",0,"28,15533981",32,"14,7","14,5631068",0,"70,86614173",0,0,0,"141,3858268",6,"428,2598425","1,708661417",13,"0,7086614173","0,2913385827","357,118081",6420,0,12,"5,546213634","0,5730928232","0,5204999762","-0,683902367","-0,5941391678","-0,7270791725","0,315359068",1,1,0,0,1,0,3
24660050,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,586,279,279,"32,25806452","8,547008547","29,91452991","28,35820896","13,9","8,547008547",0,0,0,0,0,"120,0107527","6,494623656","397,4193548",1,"11,50537634",0,1,"351,151207",6420,0,12,"7,003769905","1,292053011","-0,04438903641","-1,294589457","-0,6588408656","-0,8141874098","0,3042987761",1,0,0,0,1,0,2
24660051,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,390,180,180,"18,18181818",0,"7,5",16,"29,4","5,128205128",0,0,0,0,0,"115,4111111","6,883333333","402,8555556",0,"8,194444444","0,3611111111",1,"339,356997",6420,0,"9,75","5,796618565","-0,6189091891","0,6848086517","-1,294589457","-0,6577055006","-0,8871854857","-0,02065597014",0,1,0,0,1,0,2
24660052,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,531,258,258,"29,62962963",0,"15,53398058","14,28571429",37,"7,619047619",0,"45,73643411","21,31782946",100,0,"106,9224806","5,65503876","372,3062016",0,"6,550387597",1,1,"242,188068",6420,0,"6,027131783","3,560066712","-0,001451904797","1,397155496","0,05618007903","-0,7258452072","-0,890800906","-0,5565136962",0,1,0,0,1,1,3
24660053,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,442,228,228,24,0,"26,58227848","32,69230769","18,8","11,23595506",0,"74,56140351",0,0,0,"100,0482456",5,"365,8991228",0,"3,254385965",1,1,"332,801116",6420,0,"3,254385965","5,604665321","0,6123650488","0,5070979055","-0,652058547","-0,7599108882","-0,9059991825","-0,9837689215",1,1,0,0,1,1,4
24660059,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,554,353,580,"29,41176471",0,"12,24489796","28,07017544","9,6","25,25252525",0,0,100,"78,27586207",0,"91,49858357","2,71388102","305,8101983",0,"6,249291785","0,6430594901",0,"256,678659",6420,0,"5,963172805","2,997478175","0,4314261978","1,094923263","0,231261889","-0,8722642839","-1,058072032","-0,5617422586",1,1,0,0,1,1,4
24660061,Mercier-Hochelaga-Maisonneuve,Arrondissement,603,319,319,"24,13793103",0,"19,04761905","30,43478261","11,8","10,43478261","22,57",100,100,100,"26,3322884","139,3260188","1,65830721","392,4043887",1,"1,460815047","0,460815047",1,"310,692836",3620,0,10,"29,04425327","0,3977168942","-0,02189031889","1,645677635","-0,7126407854","-0,9960932462","-0,1599408058",1,0,1,0,1,0,3
24660062,Mercier-Hochelaga-Maisonneuve,Arrondissement,495,248,248,20,"7,079646018","29,20353982","28,125","25,7","11,11111111",0,100,100,"75,80645161",0,"174,7419355","2,379032258","528,2056452","1,379032258","2,596774194","0,8427419355","1,842741935","311,621612",18740,0,10,"30,46615057","0,6330665098","0,9506597574","1,074295721","-0,5084507444","-0,7664308841","-0,1707305088",1,1,1,0,1,0,4
24660063,Mercier-Hochelaga-Maisonneuve,Arrondissement,695,383,383,25,"4,347826087","34,05797101","17,72151899",20,"12,23021583",0,100,100,"84,33420366","28,98172324","171,7545692",2,"516,9530026","1,759791123","3,156657963","1,060052219",2,"307,812294",18740,0,7,"27,99074524","0,449312258","0,6707421473","1,422372397","-0,5317779763","-0,6891776144","-0,5974330697",1,1,1,0,1,1,5
24660064,Mercier-Hochelaga-Maisonneuve,Arrondissement,670,327,327,"20,58823529","3,149606299","32,28346457","15,49295775",15,"8,955223881",0,"81,03975535","30,88685015","67,88990826",0,"171,2599388",2,"521,9357798","3,073394495","3,880733945","1,198776758","2,189602446","230,338415",8225,0,"7,189602446","21,9465779","0,07507486596","0,06277500697","0,2063182531","-0,5290163855","-0,6409170063","-0,5234133434",0,0,0,0,1,1,2
24660065,Mercier-Hochelaga-Maisonneuve,Arrondissement,590,288,288,"30,3030303","5,405405405","28,82882883","16,12903226","12,1","13,67521368",0,100,0,0,"74,65277778","188,2256944","2,958333333","645,1840278","4,746527778","5,534722222","3,534722222",3,"285,087234",8225,0,8,"9,098911303","0,5901235745","0,2737574169","0,2972904743","-0,3733270385","-0,06136081064","-0,3055817197",1,1,1,0,0,0,3
24660066,Mercier-Hochelaga-Maisonneuve,Arrondissement,518,229,229,"18,51851852","2,479338843","32,23140496","13,1147541",0,"7,843137255",0,"46,28820961","24,45414847","35,80786026","24,45414847","162,720524","3,890829694","544,1965066","4,244541485",4,"2,179039301",3,"387,741194",8225,0,8,"9,184863608","-0,1397866229","-1,019284191","-0,1570988948","-0,4943209407","-0,2496439484","-0,3062339467",0,0,0,0,0,0,0
24660067,Mercier-Hochelaga-Maisonneuve,Arrondissement,541,252,252,"16,66666667","10,81081081","31,81818182","15,15151515","16,7","8,571428571",0,"38,49206349",0,100,0,"138,5595238","3,75","433,5555556","4,174603175",3,"1,821428571","1,964285714","344,933722",8225,0,"4,900793651","9,968551543","0,2237283212","0,1419997335","-0,205072438","-0,6408823415","-0,475065578","-0,7723989987",1,0,0,0,0,1,2
24660068,Mercier-Hochelaga-Maisonneuve,Arrondissement,508,202,202,25,0,"29,67032967","13,7254902",0,"7,142857143",0,"49,5049505","72,77227723",100,"31,18811881","154,4356436","8,772277228","453,8465347","4,49009901","4,351485149",3,"1,311881188","335,081404",8225,0,"6,717821782","12,36359454","0,02285791319","-1,078908196","0,8735854663","-0,4888173009","-0,3445738861","-0,5207526436",0,0,1,0,0,1,2
24660069,Mercier-Hochelaga-Maisonneuve,Arrondissement,636,337,337,"27,27272727","6,666666667",30,"22,3880597","11,5","15,7480315",0,100,100,0,100,"179,8783383","9,278931751","555,3353116",5,"5,403560831","2,305637982","2,305637982","322,699347",8225,0,6,"14,85841957","0,7573468462","0,4107486017","1,477862892","-0,3392532218","-0,2885629074","-0,6462772973",1,1,1,0,0,1,4
24660070,Mercier-Hochelaga-Maisonneuve,Arrondissement,486,235,235,20,"1,98019802","27,72277228","24,56140351",20,"14,43298969",0,"81,27659574",100,0,"64,68085106","191,293617","10,85106383","619,8468085","4,646808511","7,74893617","2,187234043","2,353191489","351,704552",8225,0,6,"14,38479045","0,2413432969","0,8582930985","0,9710797289","-0,2307451312","-0,2476007992","-0,6426832843",1,1,1,0,0,1,4
24660071,Mercier-Hochelaga-Maisonneuve,Arrondissement,540,267,267,"17,24137931","4,761904762","18,26923077","14,51612903",0,"5,555555556",0,"80,8988764",0,0,0,"223,1498127","13,68539326","810,9662921","6,191011236","13,70411985","4,760299625","3,307116105","470,334231",8225,0,"8,303370787","24,72407032","-0,2999333469","-1,214055942","-0,597445543","0,05023184384","0,5097925875","-0,379100031",0,0,0,1,0,1,2
24660072,Mercier-Hochelaga-Maisonneuve,Arrondissement,594,292,292,"17,24137931","3,076923077","36,92307692","14,66666667","10,3","14,40677966",0,100,100,0,0,"204,9212329","13,86643836","709,9109589","4,479452055","10,02054795","3,229452055",3,"656,403767",8225,0,"7,273972603","22,92199517","-0,02872083394","0,2175604721","0,4998248139","-0,06852849993","0,2092952049","-0,5182864574",0,0,1,0,0,1,2
24660073,Mercier-Hochelaga-Maisonneuve,Arrondissement,460,252,252,"21,73913043",0,"9,411764706","6,52173913",0,"8,695652174",0,"91,66666667","35,31746032",0,0,"202,5595238","15,25","789,5396825","4,694444444","14,41269841","4,682539683","2,765873016","459,448984",8225,0,"7,646825397","17,21305756","-0,7645538204","-0,9466984448","-0,1752601232","0,01583912495","0,3741225437","-0,4195986815",0,0,0,0,0,1,1
24660074,Mercier-Hochelaga-Maisonneuve,Arrondissement,449,241,241,"20,83333333","5,263157895","35,10638298",10,"18,8","7,777777778",0,"68,87966805",0,0,0,"194,0290456","16,14522822","739,9585062","5,572614108","13,92946058","4,738589212","2,572614108","679,703382",14250,0,"7,572614108","23,78378539","0,03487117965","0,2126580409","-0,701020751","-0,02558956529","0,5386685182","-0,480479008",0,0,0,0,0,1,1
24660075,Mercier-Hochelaga-Maisonneuve,Arrondissement,469,253,253,"13,04347826","6,603773585","27,35849057","8,771929825",25,"4,301075269",0,"59,28853755",0,0,0,"196,2529644","17,6284585","819,0355731","2,873517787","14,83794466","3,197628458","2,612648221","662,501083",14250,0,"8,418972332","17,98973688","-0,4531153998","0,3247549376","-0,7836720628","0,07106597154","0,2056832583","-0,310831958",0,1,0,1,0,0,2
