ADIDU,Arr_Ville,Type,Pop2021,LogPriv2021,nblog2021_ilot,Mono_pr,ImmRecent_Pr,AutochMinor_pr,SansDiplome_pr,pr_men_bil,pr_ind_sfr,pr_log_Autor_AxesPS,pr_laeq60pl,pr_nocanop,pr_indust300m,pr_logchaleur,mefaits_pond,collisions_rt,crimes_pond,nb_commerces_alimentaires_moyenne_ponderee,nb_organismes_communautaires_moyenne_ponderee,nb_pharmacies_moyenne_ponderee,nb_ecoles_primaires_moyenne_ponderee,nb_pass_TC,nb_emplois_acces_tc_30min,nb_biblio_lieux_cult_principaux_moy_pond,nb_equipement_distinct_moy_pond,superficie_parc_accessible_moy_pond,ACP_sociale,ACP_econo,ACP_environn,ACP_securité,ACP_proximité,ACP_CultSportLoisir,ACP_sociale_2quintiles,ACP_econo_2quintiles,ACP_enviro_2quintiles,ACP_securite_2quintiles,ACP_proximite_2quintiles,ACP_cultSportLoisir_2quintiles,Indice_emv
24662884,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,736,216,216,"41,66666667",0,"70,46979866","25,45454545",0,"6,802721088","18,98",0,0,0,0,"37,34722222","2,101851852","175,375","1,708333333","2,189814815",0,"0,1898148148","453,355501",38780,"1,37962963","9,291666667","16,46589936","1,976748573","-1,107868428","-1,184846603","-1,114056071","-0,9464767372","0,8583118355",1,0,0,0,1,0,2
24662885,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,548,206,233,"19,35483871","1,904761905","41,9047619","29,41176471","28,6","5,454545455",0,0,"23,17596567",0,0,"58,78640777","2,77184466","224,9708738",1,"2,868932039",0,"0,7718446602","270,259965",38780,"1,893203883","6,689320388","20,91598876","0,6459276479","0,659934394","-1,078434889","-1,011520807","-1,009014411","0,8207810707",1,1,0,0,1,0,3
24662886,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,523,242,242,"37,93103448",0,"64,13043478","4,166666667","7,9","4,807692308",0,0,"9,917355372",0,0,"57,40495868",3,"205,5123967",1,3,0,1,231,12440,2,2,"13,84865512","0,9088483942","-0,7577150249","-1,202093563","-1,025589631","-1,059757597","0,2576425832",1,0,0,0,1,0,2
24662887,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,490,179,179,32,"8,510638298","61,29032258","13,7254902","16,7","6,12244898","73,74",0,100,0,0,"61,94972067",3,"246,547486",1,"3,737430168",0,1,231,12440,2,"4,212290503","24,10549775","1,321044433","-0,06651393171","0,06444407329","-0,9826231949","-1,043802717","0,5083263769",1,0,0,0,1,0,2
24662888,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,695,259,259,"22,22222222","2,380952381","50,79365079","13,84615385",0,"8,633093525",0,"21,23552124",100,0,0,"43,05019305","1,397683398","159,2586873","0,555984556","0,2200772201","0,555984556","0,08494208494","389,246032",13545,"0,2316602317","2,799227799","6,318987809","0,396072775","-0,9520248808","-0,1789259852","-1,127217589","-1,068071863","-0,884163695",1,0,0,0,1,1,3
24662889,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,607,235,235,20,"7,317073171","45,52845528","13,51351351",0,"3,305785124",0,"63,82978723","17,87234043",0,0,"33,82978723",1,"121,7787234","0,1829787234","1,829787234",0,"0,1829787234","342,915254",13545,"0,3659574468","1,731914894","11,3978579","0,4105527985","-1,405608326","-0,5778485553","-1,186183799","-1,147722612","-0,981127062",1,0,0,0,1,1,3
24662890,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,501,185,185,"32,14285714","5,882352941","56,31067961","22,64150943",0,5,0,"81,08108108",100,0,0,"37,37837838","0,810810811","147,8648649",0,0,0,0,"362,569444",13545,0,1,"12,75303444","1,440998023","-1,261357653","0,3367915337","-1,161045576","-1,205220496","-1,372778688",1,0,1,0,1,1,4
24662891,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,542,209,209,20,"7,826086957","44,73684211","19,04761905",0,"3,669724771",0,"74,64114833","25,35885167",0,0,"41,27751196",1,"143,3588517",1,0,1,1,"363,920991",13545,0,"5,124401914","14,43884195","0,6215264682","-1,374621384","-0,414857724","-1,151719609","-0,8957916148","-0,7731158272",1,0,0,0,1,1,3
24662892,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,586,182,182,"8,823529412",0,"30,07518797","18,66666667",,"2,542372881",0,"53,2967033","84,06593407",0,"26,37362637","48,76923077","1,049450549","177,1703297",1,"3,269230769","0,532967033","1,467032967","493,293478",13545,0,"5,467032967","10,85819403","-0,5413662395","-1,010915005","0,2066927423","-1,106550842","-0,7570591691","-0,6950658248",0,0,0,0,1,1,2
24662893,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,567,204,204,"24,24242424",0,"54,46428571","15,25423729",,"0,8849557522",0,0,100,0,0,"54,32352941",0,"211,5882353",1,0,1,1,"536,441624",13545,0,5,"4,060934878","0,499558548","-1,203098527","-0,3619225241","-1,08707725","-0,7889559735","-0,712838867",1,0,0,0,1,1,3
24662894,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,528,213,213,"21,42857143",0,"41,4893617","19,60784314","33,3","5,714285714",0,0,100,0,0,"57,40375587","1,375586854","221,7746479",1,0,1,"0,4084507042","397,189336",13545,"0,103286385","4,061032864","10,72876132","0,2890747897","0,9914262644","-0,3619225241","-1,044759416","-0,945145867","-0,8259076344",1,1,0,0,1,1,4
24662895,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,640,234,234,"21,62162162","1,709401709","39,65517241","23,4375",0,"3,125",0,0,100,0,0,"56,29059829",2,"197,9957265",1,0,1,"0,905982906","397,150424",11225,"0,905982906","5,824786325","6,26346966","0,4827443055","-1,421000928","-0,3619225241","-1,053801316","-0,8912865164","0,06799063047",1,0,0,0,1,0,2
24662896,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,554,188,188,"21,875",0,"61,32075472","32,72727273",0,"1,801801802",0,0,100,0,0,"50,43085106",1,"190,606383",1,0,1,"0,2340425532","515,468085",11225,0,"2,936170213","4,305743104","1,153849675","-1,533662098","-0,3619225241","-1,093048365","-0,8974798525","-1,021165995",1,0,0,0,1,1,3
24662897,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,1389,470,470,"16,88311688","1,086956522","46,37681159","14,66666667",0,"1,444043321",0,"26,80851064","38,29787234",0,"12,34042553","30,71914894","0,765957447","122,8553191",1,0,1,"0,3829787234","360,601279",11225,"0,3829787234","2,914893617","2,60276651","0,03708497748","-1,564122757","-0,5856821781","-1,197241715","-0,9757700699","-0,7260378439",0,0,0,0,1,1,2
24662898,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,467,134,134,"18,51851852","2,777777778","85,18518519","29,62962963",,"4,255319149",0,0,100,100,0,"36,98507463",0,"158,3208955",1,0,1,0,361,11225,0,1,"3,76986646","1,45125649","-0,8122926783","0,3958901622","-1,169694423","-1,020813888","-1,304612222",1,0,1,0,1,1,4
24662899,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,524,160,160,"17,85714286",0,"53,77358491","19,64285714",0,"5,714285714",0,0,100,100,0,"43,925",0,"180,4",1,0,1,1,361,13545,0,5,"3,76986646","0,3502606301","-1,200541168","0,3958901622","-1,136029063","-0,8976004764","-0,710630169",1,0,1,0,1,1,4
24662900,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,534,193,193,"22,58064516","3,092783505","48,97959184","17,0212766",0,"5,607476636","44,56","44,55958549",100,100,"44,55958549","48,61658031","1,502590674","195,492228","0,8652849741","1,160621762","1,14507772","1,165803109","342,403627",13545,0,"5,165803109","5,660692333","0,528055945","-1,209635222","1,473337996","-1,083568877","-0,8496922315","-0,7003571985",1,0,1,0,1,1,4
24662901,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,515,189,189,10,0,"24,76190476","12,28070175",0,"2,912621359",0,"40,21164021","83,06878307",0,"40,21164021","45,85185185","5,375661376","179,0687831",2,"8,206349206",1,"1,597883598","549,514834",13545,"0,8042328042","5,195767196","12,86723645","-0,8176643285","-1,4390835","0,2199735065","-1,026763411","-0,4864720295","-0,1513428938",0,0,0,0,1,0,1
24662902,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,627,253,253,"29,41176471","2,479338843","56,19834711","12,12121212",0,"4,761904762",0,"51,77865613",0,0,0,"39,06719368","2,699604743","160,2252964","1,411067194",10,"0,4110671937","1,57312253","528,040148",13545,2,"6,146245059","13,49320889","0,7712985258","-1,281629815","-0,8483882661","-1,110181708","-0,5759849086","0,8760385834",1,0,0,0,1,0,2
24662903,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,650,300,300,"21,05263158",0,"34,75177305","12,85714286",0,"3,846153846","29,67",89,100,100,"98,33333333","45,11333333","4,626666667","160,59","1,36","5,06","0,6833333333","1,656666667","403,794388",13545,0,"5,586666667","10,53626872","-0,09892890465","-1,359599669","2,296135448","-1,057782461","-0,7130215296","-0,6748579095",0,0,1,0,1,1,3
24662904,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,688,217,217,"12,5",0,"27,27272727","16,92307692",,"1,449275362",0,"98,61751152",100,100,"54,83870968","35,55760369","1,917050691","143,0322581",0,"1,829493088","0,4516129032",0,"238,410428",3055,0,"5,101382488","10,62006155","-0,4856608697","-1,137663623","1,782067405","-1,147351735","-1,199803238","-0,7475562731",0,0,1,0,1,1,3
24662906,Anjou,Arrondissement,835,373,373,"7,142857143","3,726708075","19,25465839","3,448275862",50,"4,635761589",0,"96,78284182",100,100,"96,78284182","10,83378016","1,225201072","62,46648794",0,"0,06434316354",0,"0,03217158177","258,834225",4815,0,"1,225201072","8,679415842","-1,203205635","1,998872357","2,176486772","-1,28240352","-1,28290579","-1,308425729",0,1,1,0,1,1,4
24662907,Anjou,Arrondissement,586,259,259,"12,12121212","3,361344538","36,97478992","8,823529412",0,"5,084745763",0,"44,78764479",100,0,"44,78764479","77,05791506","9,980694981","311,019305",0,"4,32046332",0,"1,66023166","313,769231",4815,0,"8,66023166","9,657872073","-0,4662086232","-1,254142138","0,462074033","-0,7590410231","-0,9642691013","-0,211781811",0,0,1,0,1,0,2
24662908,Anjou,Arrondissement,477,195,195,"33,33333333","4,347826087","61,95652174","19,56521739",0,"7,52688172",0,100,100,0,"53,84615385","96,46153846",15,"436,7692308",1,7,1,2,"360,475728",4815,0,9,"17,20187679","1,417327705","-1,046211161","1,026460702","-0,5157425597","-0,6468581225","-0,218573482",1,0,1,0,1,0,3
24662909,Mercier-Hochelaga-Maisonneuve,Arrondissement,5132,1776,1776,"14,67181467","3,904555315","41,43167028","7,183364839","6,9","3,422459893",0,"93,46846847",100,"79,22297297","64,3018018","94,5884009","10,28828829","293,857545","0,004504504505","2,36036036","1,783220721","0,7787162162","245,786772",5505,0,"14,35022523","19,5095058","-0,3005794663","-0,941482827","1,672797361","-0,7253595951","-0,8942009692","0,558400108",0,0,1,0,1,0,2
24662910,Mercier-Hochelaga-Maisonneuve,Arrondissement,602,312,312,"23,33333333","5,785123967","44,62809917","20,28985507",13,"16,52892562",0,100,100,0,"85,57692308","193,9551282","14,52564103","607,1730769",4,"5,737179487","3,605769231",3,"584,784304",5505,0,10,"23,32142243","0,7261117619","0,5759736043","1,336799708","-0,1621610204","0,09860840909","-0,1165145716",1,1,1,0,0,0,3
24662911,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,611,234,234,"10,81081081",0,"30,89430894","17,14285714",0,"0,8196721311",0,0,"86,75213675",100,0,"33,59401709","4,358974359","142,4487179","0,6025641026","0,905982906","0,452991453",0,"297,22135",6420,0,"3,264957265","0,974969488","-0,4895564092","-1,617283643","0,2723317224","-1,104362279","-1,148182452","-0,9470678713",0,0,0,0,1,1,2
24662912,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,458,224,224,"19,23076923","8,737864078","31,73076923","24,56140351","16,1","6,52173913",0,"21,42857143","67,41071429",100,"21,42857143","83,37946429","4,651785714","346,65625","0,3258928571","1,325892857",0,1,"181,564444",6420,0,11,"6,492043375","0,5898126042","-0,07201204715","0,4861804028","-0,821026312","-1,170545366","0,1596863685",1,0,1,0,1,0,3
24662913,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,347,152,152,"19,04761905",0,"11,84210526","22,72727273",0,"4,285714286",0,0,"34,21052632","42,76315789",0,"116,1315789","6,342105263","354,6842105","1,776315789","3,782894737","0,7763157895","1,342105263","285,135484",6420,0,11,"6,661755137","-0,2530489884","-1,322174139","-0,6514545548","-0,7045851893","-0,8339350361","0,1583985543",0,0,0,0,1,0,1
24662914,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,558,255,255,"22,58064516","1,941747573","16,50485437","32,72727273",0,"4,545454545",0,0,0,0,0,"136,2980392","6,31372549","429,9294118","1,690196078","6,309803922","0,6901960784","1,062745098","269,68251",6420,0,"10,9372549","7,092010453","0,4514938794","-1,300059053","-1,294589457","-0,5985899505","-0,8382611224","0,1458163063",1,0,0,0,1,0,2
24662915,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,459,227,227,"23,80952381",0,"29,67032967","43,75","13,3","11,62790698",0,"41,40969163","33,92070485",100,"7,488986784","100,3744493",6,"378,3612335",0,"1,810572687","0,3392070485",1,"197,547009",6420,0,"8,299559471","5,642167833","1,064222121","0,1784332363","0,2096824846","-0,7296557964","-1,116281817","-0,234867871",1,0,0,0,1,0,2
24662916,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,710,333,333,"13,51351351","2,255639098","31,34328358","13,33333333","15,6","4,929577465",0,"34,83483483","72,97297297","34,53453453","34,83483483","87,98798799","6,195195195","250,990991","1,645645646","2,489489489","0,8378378378","0,5105105105","277,399176",6420,0,"10,45945946","6,367041488","-0,3911368171","-0,2404860191","0,2885986268","-0,8551428029","-0,9622099405","0,08036706837",0,0,0,0,1,0,1
24662917,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,492,177,177,20,0,"42,69662921",18,50,"6,593406593","32,2","37,85310734","54,23728814",0,"32,20338983","108,8587571","4,903954802","310,4011299",2,"2,689265537",1,1,303,6695,0,"8,146892655","11,17636088","0,1861275807","2,165552282","0,03860459199","-0,7848125759","-0,8438291088","-0,2995330128",1,1,0,0,1,0,3
24662918,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,629,266,266,20,0,"35,43307087","28,33333333","19,2","8,73015873","73,68","73,68421053","18,79699248","8,270676692",0,"89,35338346","7,639097744","237,0075188",2,1,1,1,"314,084753",6695,0,"2,052631579","7,592107872","0,4299645381","0,3200766277","0,004391512176","-0,8345304088","-0,8735133176","-1,177305254",1,1,0,0,1,1,4
24662919,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,445,178,178,"14,81481481",0,"23,37662338","7,692307692",0,"2,247191011",0,0,"23,03370787","39,3258427",0,93,"7,337078652","245,2247191","1,837078652",1,1,1,"335,903723",6695,0,"2,151685393","7,374494826","-0,7868735558","-1,495740289","-0,7817454553","-0,8254485409","-0,8675175552","-1,160944906",0,0,0,0,1,1,2
24662920,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,433,207,207,"28,57142857",0,"19,51219512","35,29411765","14,8","9,756097561",0,"83,09178744",100,"20,28985507","3,381642512","75,08695652",6,"204,826087","1,966183575",2,1,"0,7971014493","370,374641",6420,0,6,"6,105895621","0,7899068025","0,1177988892","0,5409515895","-0,9255976266","-0,843161174","-0,579861014",1,0,1,0,1,1,4
24662920,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,433,207,207,"28,57142857",0,"19,51219512","35,29411765","14,8","9,756097561",0,"83,09178744",100,"20,28985507","3,381642512","75,08695652",6,"204,826087","1,966183575",2,1,"0,7971014493","370,374641",6420,0,6,"6,105895621","0,7899068025","0,1177988892","0,5409515895","-0,9255976266","-0,843161174","-0,579861014",1,0,1,0,1,1,4
24662921,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,597,165,165,"11,11111111",0,"25,84269663","11,11111111",,"3,658536585",0,"27,87878788",100,100,"8,484848485","26,57575758","1,781818182","130,8909091","2,515151515","0,3939393939","1,6",0,"276,4",7845,0,1,"1,210959322","-0,7888417931","-0,8814917789","0,7191199237","-1,180647332","-0,9154806094","-1,285194611",0,0,1,0,1,1,3
24662922,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,589,335,335,"18,75","4,098360656","22,95081967","18,84057971",0,"4,237288136",0,"95,2238806",100,100,0,"48,66865672","3,047761194","169,0985075",1,0,1,1,"317,659701",5705,0,2,"9,389452536","-0,0161972639","-1,326297291","1,216479418","-1,07381439","-0,9411815665","-1,198759496",0,0,1,0,1,1,3
24662923,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,419,162,162,"11,53846154",0,"17,72151899","11,62790698",,"1,219512195",0,0,"20,37037037","45,67901235",0,"72,31481481","6,271604938","209,2777778","0,475308642","0,2160493827","0,3641975309","1,327160494","324,523054",5705,0,"4,290123457","9,694183401","-0,899482969","-1,164305495","-0,7584403978","-0,9232534002","-1,009455488","-0,8609988103",0,0,0,0,1,1,2
24662924,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,411,159,159,"21,73913043","2,409638554","34,52380952","17,77777778",,"3,658536585",0,0,0,0,0,"66,43396226",4,"213,4654088",1,3,1,1,"371,011458",5705,0,"10,27044025","10,39238711","0,2192570134","-0,8814917789","-1,294589457","-0,9784618551","-0,8432354436","0,02175326086",1,0,0,0,1,0,2
24662925,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,553,268,268,30,0,"33,33333333","24,24242424","9,3","9,090909091",0,"76,86567164",0,0,0,"76,31343284","5,388059701","251,3432836","1,462686567","3,231343284","1,462686567",1,"382,911871",5705,0,"10,76865672","11,43461442","0,7068811326","-0,3008739688","-0,6322015777","-0,8981454375","-0,7427962416","0,08782749662",1,0,0,0,1,0,2
24662926,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,545,274,274,"28,125",0,"30,17241379","20,3125","14,3","7,339449541",0,100,0,0,0,76,4,269,2,3,2,1,"356,855839",5705,0,11,"11,91856528","0,4180038678","-0,1208743903","-0,4328421189","-0,9122988332","-0,6616687087","0,1185085987",1,0,0,0,1,0,2
24662927,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,384,225,225,20,0,12,"11,36363636",0,"6,666666667",0,"70,66666667","70,66666667",0,0,"76,24",4,"261,0533333","1,706666667",3,"1,706666667",1,"395,324284",5705,0,11,"11,95506888","-0,6209458585","-1,11945252","-0,02653670555","-0,9179910313","-0,6936775752","0,1182316004",0,0,0,0,1,0,1
24662928,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,501,194,194,"9,090909091",0,"14,73684211","11,9047619",,3,0,"37,62886598",100,0,0,"62,98969072","3,865979381","234,5773196","1,850515464","2,907216495","1,850515464","0,6134020619","443,914721",5705,0,"3,711340206","11,97513398","-1,058077513","-0,9578514822","-0,03765677324","-0,9725630483","-0,683934355","-0,9642539346",0,0,0,0,1,1,2
24662929,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,415,261,261,"22,72727273",0,"15,90909091","24,52830189","12,9","6,024096386",0,100,100,"54,78927203","45,21072797","79,9348659","9,022988506","315,7624521","4,022988506",5,4,"0,9770114943","447,27904",5705,0,"2,095785441","6,621223605","0,05864357479","-0,3250223962","1,357203003","-0,7674037379","-0,1833939173","-1,163529793",0,0,1,0,0,1,2
24662930,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,471,178,178,10,0,"33,94495413","7,272727273",,"2,105263158",0,0,100,"19,66292135",0,"64,49438202","2,202247191","216,5337079","1,511235955",0,1,0,"416,767877",6605,0,"4,842696629","4,416727749","-0,8316706328","-1,061599461","-0,2129144117","-1,015977451","-0,9725603238","-0,7388975548",0,0,0,0,1,1,2
24662931,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,472,228,228,"21,42857143",0,"24,48979592","20,75471698",0,"4,210526316",0,"64,03508772",100,0,0,"80,92105263","4,359649123","235,6754386",2,"1,280701754","0,3596491228","0,6403508772","382,360801",6605,0,"6,640350877","2,97168231","0,01826029891","-1,328575874","0,1898981397","-0,9199053236","-0,9602222513","-0,4609886081",0,0,0,0,1,1,2
24662932,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,563,267,267,"41,17647059",0,"24,77876106","28,81355932",0,"14,28571429",0,"48,31460674","69,28838951",0,0,"89,71161049","5,640449438","275,1123596",2,"2,790262172",0,1,"343,279835",6605,0,7,"11,63494863","1,236165803","-0,4707433393","-0,2320097222","-0,8430277721","-0,9610929479","-0,4733213016",1,0,0,0,1,1,3
24662933,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,457,171,171,"7,142857143",0,"17,58241758","15,68627451",,"2,173913043","9,36","34,50292398",100,"56,14035088","30,99415205","48,08187135","2,865497076","183,0935673","2,812865497","0,8070175439","0,7192982456","0,3450292398","303,015244",7845,0,"3,076023392","10,18695694","-0,9581831562","-1,053639258","0,7180985783","-1,067761766","-0,9625221693","-1,045026508",0,0,1,0,1,1,3
24662934,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,508,228,228,"17,24137931",0,"16,32653061","21,27659574",0,"4,95049505",0,0,"46,92982456","55,26315789",0,"30,99561404",3,"90,86403509","0,8947368421",0,0,0,"216,083333",7845,0,1,"20,94696356","-0,3075325425","-1,265572657","-0,4380992802","-1,177810046","-1,266829907","-1,434956218",0,0,0,0,1,1,2
24662935,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,703,343,343,"22,85714286",0,32,"13,23529412","21,1","9,923664122",0,0,0,"2,332361516",0,"42,25655977","3,297376093","141,8367347","1,221574344","6,833819242",0,0,"281,792823",7845,0,"2,70845481","19,73783791","-0,05183019865","0,5467625636","-1,276914525","-1,105408414","-1,06320568","-1,172083204",0,1,0,0,1,1,3
24662936,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,2215,769,769,"13,17829457","0,4672897196","26,34032634","8,713692946","9,4","1,598173516","1,69","13,26397919","86,34590377","62,28868661",0,"15,3550065","0,438231469","80,01170351",0,0,0,"0,2262678804","154,362016",2075,0,"6,808842653","5,246673878","-0,7496696598","-0,9322460684","0,1068354162","-1,273470268","-1,331891191","-0,4532315254",0,0,0,0,1,1,2
24662937,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,611,209,209,"14,28571429",0,"17,54385965","11,29032258",,"2,459016393","0,96","0,956937799",0,"85,16746411",0,"10,80861244","0,990430622","48,76076555",0,0,0,0,"314,284314",2075,0,1,"8,010690737","-0,7873426449","-1,020580492","-0,6353824782","-1,297871562","-1,259615476","-1,336792629",0,0,0,0,1,1,2
24662938,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,431,160,160,"8,333333333",0,"27,39726027",25,0,"6,097560976",0,0,0,0,0,"60,025","0,2875","32,6375",0,"0,7125",0,0,"287,339441",2075,0,"2,425","3,364574194","-0,3820790719","-1,167907931","-1,294589457","-1,208904981","-1,260885941","-1,089930659",0,0,0,0,1,1,2
24662939,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,1888,592,592,"10,47619048","0,7915567282","35,09234828","12,96296296",0,"1,856763926",0,"79,72972973","69,93243243","3,040540541","3,716216216","91,80236486",1,"141,7027027",0,0,0,"0,8277027027","256,792345",2075,0,"4,310810811","8,306065391","-0,5442017859","-1,528982454","0,1041036508","-1,034460932","-1,19733472","-0,8473934535",0,0,0,0,1,1,2
24662940,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,709,259,259,"21,95121951",0,"51,89873418","9,090909091",0,"2,112676056",0,0,"26,25482625",0,0,"21,02702703",1,"116,3359073",0,0,0,"0,7799227799","257,095741",2075,0,"4,11969112","6,206781092","0,120700242","-1,507193307","-1,049719374","-1,220511368","-1,20279725","-0,8598439896",0,0,0,0,1,1,2
24662941,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,476,158,158,"17,24137931",0,"34,06593407","9,433962264",,0,0,0,100,0,0,"101,2911392",1,157,0,0,0,1,"176,217687",7040,0,5,"8,489398652","-0,4137972824","-1,305712353","-0,3619225241","-1,000152848","-1,216253309","-0,7464431287",0,0,0,0,1,1,2
24662942,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,1469,296,296,"12,24489796",4,32,"19,41747573",0,"5,027932961",0,"53,37837838",100,"12,83783784","4,054054054","97,0777027","0,959459459","181,9763514","0,01013513514",0,"0,01013513514","0,9121621622","236,498498",7040,0,"4,648648649","7,240986162","-0,135653531","-1,258979355","0,2350011868","-0,99117733","-1,187382213","-0,7891439698",0,0,0,0,1,1,2
24662943,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,1321,382,382,"8,219178082",0,"20,07575758","5,925925926",,"1,136363636","0,26","72,51308901","87,95811518","84,29319372",0,"12,32460733","0,19895288","79,97643979",0,0,0,"0,2565445026","290,397933",7040,"0,09947643979","1,827225131","4,284778224","-1,218792706","-1,173946871","0,7909342548","-1,285318161","-1,233466112","-1,111558412",0,0,1,0,1,1,3
24662944,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,482,157,157,"13,79310345",0,"24,44444444","8,474576271",,"1,041666667",0,0,100,0,0,"33,42675159",3,"151,8917197",0,0,0,2,"275,37013",7040,1,7,"11,96256895","-0,7861634211","-1,184927328","-0,3619225241","-1,12406588","-1,036592739","0,2693124329",0,0,0,0,1,0,1
24662945,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,513,162,162,"10,34482759","3,703703704","41,66666667","14,75409836",,0,0,0,100,0,0,"57,9382716",1,"172,7222222",0,0,0,1,"256,695556",7040,0,5,"8,989633901","-0,2301389092","-1,305712353","-0,3619225241","-1,089509236","-1,166416344","-0,7502390356",0,0,0,0,1,1,2
24662946,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,961,327,327,"16,36363636",0,"26,3681592","9,565217391",0,"2,083333333",0,"22,62996942",100,0,0,"34,75840979","2,889908257","148,1009174",0,0,0,"1,773700306","256,811417",7040,1,"6,584097859","10,27541935","-0,5914159151","-1,509691637","-0,1669093651","-1,126091585","-1,074847469","0,220355333",0,0,0,0,1,0,1
24662947,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,850,382,382,"21,42857143",0,"35,26011561","17,04545455","20,7","4,117647059",0,"36,38743455",100,0,0,"34,96073298",2,"137,6780105","0,1335078534",0,"0,1335078534",1,"351,145119",11225,1,"6,261780105","5,627173894","0,0808904201","0,02609044924","-0,04835477549","-1,151334642","-1,073579383","0,2077646113",0,0,0,0,1,0,1
24662948,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,1649,665,665,"13,40206186","1,834862385","20,18348624","6,417112299",0,"2,73556231",0,"36,54135338",0,0,0,"12,01203008","1,984962406","84,2406015",0,0,0,"0,5413533835","238,907564",1360,0,"4,939849624","36,35984256","-0,873569441","-1,454158853","-0,9796953168","-1,247546715","-1,243800383","-0,9668629055",0,0,0,0,1,1,2
24662949,Rivière-des-Prairies-Pointe-aux-Trembles,Arrondissement,756,312,312,"13,95348837","2,631578947","25,16556291","14,94252874",0,"0,6578947368",0,"39,74358974","57,37179487",0,"38,14102564","38,80128205","1,368589744","107,0064103",0,0,0,"0,5737179487","342,916783",3130,0,"6,352564103","5,775777788","-0,4082644497","-1,631057869","-0,04397861654","-1,178892179","-1,171784145","-0,5250018121",0,0,0,0,1,1,2
